0.73,0.46
0.63,0.67
0.58,0.76
0.55,0.78
0.51,0.79
0.50,0.86
0.48,0.85
0.46,0.83
0.45,0.92
0.44,0.90
0.43,0.93
0.43,0.93
0.41,0.94
0.41,0.93
0.40,0.96
0.40,0.94
0.39,0.95
0.38,0.97
0.37,0.99
0.38,0.96
0.38,0.97
0.37,0.97
0.37,0.99
0.37,0.98
0.36,0.99
0.36,0.99
0.35,0.99
0.35,0.99
0.35,0.99
0.35,0.99
0.35,0.99
0.35,0.99
0.35,0.99
0.35,1.00
0.34,0.99
0.34,0.99
0.34,0.99
0.34,0.99
0.34,1.00
0.34,0.99
0.34,1.00
0.34,0.99
0.34,1.00
0.34,1.00
0.33,0.99
0.33,1.00
0.33,1.00
0.33,0.99
0.33,0.99
0.33,1.00
0.33,0.99
0.33,1.00
0.33,0.99
0.33,1.00
0.33,1.00
0.33,1.00
0.33,1.00
0.33,0.99
0.32,1.00
0.33,0.99
0.33,1.00
0.33,1.00
0.33,0.99
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.33,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,0.99
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,0.99
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,0.99
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
0.32,1.00
